Id,SalePrice
1716,164708.73
1717,155885.5
1718,132746.81
1719,187205.92
1720,212654.83
1721,153521.25
1722,127902.49
1723,155819.5
1724,197253.16
1725,214404.48
1726,188361.38
1727,168948.7
1728,172301.31
1729,157413.48
1730,164129.34
1731,135199.77
1732,152425.5
1733,132263.33
1734,133441.5
1735,129443.625
1736,125360.21
1737,256692.72
1738,196154.62
1739,210493.84
1740,-1.0
1741,192008.36
1742,162025.14
1743,171631.22
1744,221189.34
1745,180255.42
1746,198409.69
1747,203079.03
1748,237647.66
1749,161796.16
1750,150290.78
1751,216068.36
1752,125850.26
1753,167635.84
1754,214471.56
1755,162417.48
1756,131884.45
1757,121941.7
1758,165721.22
1759,166693.67
1760,172752.31
1761,162645.8
1762,191894.69
1763,155933.97
1764,128849.36
1765,186826.39
1766,181476.8
1767,198566.42
1768,144325.75
1769,148204.61
1770,134778.16
1771,139950.27
1772,155398.94
1773,141980.08
1774,201129.27
1775,133734.64
1776,133279.22
1777,116742.57
1778,134565.97
1779,123882.58
1780,153230.61
1781,136374.56
1782,119733.87
1783,155034.48
1784,115599.445
1785,128933.56
1786,128403.46
1787,167445.08
1788,95916.516
1789,124190.13
1790,110906.97
1791,258171.4
1792,158904.3
1793,140008.47
1794,139068.83
1795,136456.64
1796,116604.93
1797,168492.06
1798,127581.85
1799,116506.336
1800,124985.49
1801,153276.8
1802,138737.53
1803,177052.05
1804,147677.22
1805,134641.45
1806,137138.7
1807,165293.31
1808,130007.9
1809,123822.58
1810,158561.28
1811,128222.35
1812,123984.23
1813,142641.72
1814,111618.96
1815,97511.21
1816,108637.414
1817,155301.16
1818,176253.17
1819,131498.39
1820,110122.195
1821,112404.33
1822,155244.58
1823,94722.67
1824,136997.27
1825,145810.92
1826,124804.21
1827,121326.555
1828,152725.83
1829,166195.88
1830,167818.2
1831,150780.19
1832,158904.77
1833,159053.8
1834,137287.61
1835,161428.4
1836,160274.98
1837,112745.414
1838,136258.86
1839,104074.68
1840,139310.56
1841,142896.33
1842,120552.3
1843,154793.38
1844,130654.98
1845,143292.62
1846,145631.22
1847,159865.11
1848,92230.09
1849,124933.414
1850,132591.83
1851,150280.89
1852,132185.9
1853,146035.67
1854,147897.23
1855,139815.4
1856,196459.78
1857,153740.88
1858,183851.86
1859,126583.555
1860,172254.17
1861,125866.1
1862,278757.25
1863,271042.75
1864,271144.1
1865,248479.47
1866,245736.88
1867,205809.22
1868,240754.16
1869,184409.92
1870,190120.28
1871,199107.25
1872,157125.2
1873,206879.34
1874,145110.5
1875,175770.4
1876,193410.25
1877,187698.97
1878,188638.94
1879,128841.375
1880,137653.0
1881,249976.39
1882,223000.92
1883,184700.33
1884,198312.08
1885,185539.1
1886,226856.0
1887,186100.67
1888,231797.64
1889,156835.08
1890,149484.14
1891,156825.05
1892,124064.06
1893,135965.36
1894,147660.19
1895,150476.36
1896,136335.03
1897,138923.28
1898,128722.37
1899,130047.83
1900,133679.05
1901,154641.7
1902,150870.52
1903,198332.12
1904,140135.78
1905,174066.89
1906,151661.34
1907,191703.53
1908,101846.695
1909,102085.33
1910,106762.055
1911,183361.58
1912,229829.11
1913,181501.9
1914,100325.086
1915,201777.67
1916,121392.76
1917,223294.39
1918,135971.97
1919,162288.03
1920,182313.1
1921,275753.03
1922,230626.78
1923,190795.42
1924,199913.4
1925,199757.33
1926,273686.97
1927,137109.8
1928,158030.19
1929,128097.93
1930,128712.664
1931,150185.47
1932,150595.95
1933,190163.98
1934,177376.2
1935,168058.61
1936,180609.89
1937,166317.66
1938,157163.88
1939,201861.78
1940,172222.95
1941,169786.53
1942,172163.02
1943,167945.97
1944,248044.06
1945,238138.38
1946,151648.33
1947,219939.47
1948,204337.33
1949,199786.67
1950,164961.67
1951,225463.77
1952,205053.17
1953,157944.9
1954,187224.48
1955,148320.12
1956,309576.1
1957,160864.08
1958,256023.08
1959,176578.72
1960,127124.81
1961,136523.55
1962,90989.766
1963,105495.79
1964,106599.68
1965,124703.08
1966,142576.97
1967,229524.42
1968,295306.03
1969,258549.38
1970,303811.94
1971,317013.03
1972,283026.12
1973,216530.44
1974,257877.1
1975,322894.0
1976,223266.7
1977,280700.4
1978,274227.25
1979,249286.48
1980,164519.72
1981,262235.03
1982,185849.0
1983,178883.19
1984,154295.22
1985,204550.83
1986,203226.86
1987,162567.17
1988,164581.23
1989,178502.81
1990,196755.47
1991,183951.83
1992,201089.95
1993,162045.53
1994,219283.08
1995,175335.78
1996,239823.1
1997,243666.22
1998,279207.44
1999,220016.25
2000,262584.62
2001,244847.7
2002,198342.72
2003,225124.72
2004,233882.5
2005,177568.81
2006,178426.56
2007,210007.81
2008,177219.8
2009,186332.44
2010,176033.11
2011,133632.39
2012,153010.98
2013,178136.0
2014,185623.52
2015,173550.55
2016,189809.39
2017,187351.31
2018,135848.84
2019,133859.69
2020,129992.9
2021,120631.53
2022,163528.14
2023,168502.83
2024,253579.98
2025,290234.06
2026,170991.11
2027,148154.3
2028,168639.31
2029,143720.72
2030,212469.34
2031,191256.14
2032,196219.92
2033,209221.38
2034,129365.14
2035,196744.6
2036,160911.19
2037,158601.95
2038,308681.06
2039,162235.73
2040,228099.94
2041,187845.81
2042,191505.45
2043,170993.39
2044,188851.7
2045,173868.45
2046,170135.17
2047,160899.06
2048,144009.11
2049,182335.88
2050,165605.27
2051,107496.945
2052,140483.28
2053,138494.02
2054,109419.125
2055,162842.44
2056,135147.81
2057,134787.14
2058,203644.38
2059,145981.5
2060,171723.22
2061,171179.72
2062,139484.17
2063,117338.51
2064,153039.0
2065,132385.73
2066,161230.55
2067,130271.39
2068,179139.78
2069,104220.69
2070,124923.29
2071,116440.69
2072,191413.06
2073,138211.66
2074,186846.52
2075,144567.52
2076,133389.97
2077,155697.25
2078,133799.33
2079,154624.6
2080,122148.65
2081,139574.27
2082,159133.45
2083,160597.22
2084,117292.52
2085,131458.52
2086,126964.88
2087,141524.23
2088,142277.33
2089,105951.93
2090,138952.44
2091,132817.1
2092,160282.02
2093,149827.53
2094,113535.99
2095,165717.27
2096,103493.195
2097,113201.05
2098,177278.11
2099,97827.53
2100,122521.055
2101,157078.47
2102,147154.52
2103,114341.39
2104,185132.22
2105,131364.02
2106,124311.945
2107,217249.42
2108,128863.62
2109,127802.875
2110,138981.98
2111,145728.2
2112,158401.06
2113,133683.89
2114,127126.63
2115,162317.45
2116,123614.914
2117,178237.28
2118,134280.61
2119,115930.875
2120,128713.89
2121,126016.72
2122,142722.53
2123,99517.95
2124,179312.75
2125,186402.81
2126,177444.55
2127,171840.86
2128,151711.97
2129,114797.234
2130,153502.36
2131,137814.69
2132,137308.83
2133,134482.97
2134,137406.42
2135,118654.55
2136,116696.93
2137,126881.73
2138,142953.7
2139,143275.27
2140,135092.39
2141,133822.94
2142,137343.66
2143,154753.23
2144,141645.08
2145,134100.3
2146,146893.44
2147,178939.33
2148,150989.4
2149,154381.47
2150,166804.98
2151,121972.875
2152,146778.05
2153,177935.64
2154,118299.42
2155,148626.27
2156,268603.34
2157,209120.05
2158,199487.19
2159,183223.66
2160,157278.28
2161,214085.73
2162,324676.9
2163,249541.7
2164,203743.25
2165,164997.38
2166,147867.19
2167,193096.94
2168,192146.3
2169,184068.17
2170,189145.86
2171,144391.14
2172,148174.66
2173,150892.39
2174,221531.97
2175,238401.75
2176,230840.44
2177,226806.03
2178,186984.31
2179,145492.12
2180,238870.8
2181,169061.38
2182,201719.0
2183,171463.03
2184,139768.34
2185,134329.4
2186,151947.7
2187,149241.7
2188,156625.22
2189,161260.84
2190,98642.59
2191,101664.16
2192,111929.586
2193,116810.73
2194,102861.87
2195,121504.76
2196,118330.79
2197,132707.58
2198,143088.33
2199,182190.73
2200,146225.89
2201,139908.77
2202,146733.97
2203,169776.66
2204,164441.44
2205,137495.42
2206,145509.33
2207,175999.7
2208,196088.6
2209,154320.83
2210,104526.07
2211,116770.63
2212,124658.61
2213,116155.76
2214,161286.98
2215,115839.92
2216,181167.78
2217,107928.59
2218,116181.45
2219,109768.63
2220,110201.41
2221,202974.1
2222,206024.84
2223,208823.89
2224,205972.97
2225,154598.05
2226,206484.72
2227,191928.17
2228,209700.2
2229,201319.25
2230,149520.64
2231,182226.88
2232,161021.4
2233,165478.95
2234,184117.69
2235,203473.16
2236,226735.95
2237,282198.4
2238,194478.22
2239,129284.85
2240,169303.88
2241,174719.17
2242,155354.48
2243,130515.87
2244,97505.82
2245,90123.21
2246,134137.52
2247,82529.234
2248,126119.04
2249,126961.98
2250,135099.36
2251,253737.72
2252,185375.67
2253,144565.03
2254,162348.72
2255,187614.14
2256,168932.92
2257,212655.03
2258,147346.34
2259,175320.56
2260,143744.3
2261,164555.66
2262,173334.36
2263,265435.5
2264,219590.72
2265,169868.31
2266,210786.33
2267,288747.34
2268,250260.73
2269,148386.2
2270,168045.94
2271,196525.94
2272,193959.4
2273,156392.52
2274,172413.1
2275,178313.28
2276,174932.6
2277,196065.97
2278,159484.86
2279,133762.45
2280,120916.03
2281,176990.94
2282,172362.12
2283,118117.35
2284,119182.586
2285,116689.14
2286,135792.75
2287,241160.2
2288,223898.72
2289,276392.28
2290,310281.94
2291,249187.12
2292,269258.88
2293,316805.1
2294,288419.56
2295,299076.66
2296,239807.31
2297,238279.69
2298,236690.45
2299,303755.44
2300,271880.25
2301,215672.67
2302,230383.64
2303,204374.56
2304,217192.66
2305,194080.42
2306,193225.7
2307,184711.78
2308,201365.9
2309,209418.2
2310,177536.3
2311,188167.11
2312,165114.19
2313,163979.14
2314,159152.88
2315,165995.19
2316,172247.77
2317,159452.62
2318,168196.02
2319,163979.3
2320,159773.5
2321,200155.5
2322,164961.67
2323,144691.23
2324,148297.36
2325,176112.19
2326,147268.8
2327,190607.9
2328,200921.06
2329,178517.8
2330,178573.14
2331,294284.9
2332,300228.3
2333,273701.06
2334,235065.86
2335,224659.73
2336,283625.97
2337,177053.23
2338,222713.8
2339,181402.75
2340,287874.66
2341,184764.64
2342,191133.97
2343,201964.81
2344,206063.75
2345,216072.89
2346,175324.73
2347,175115.53
2348,199706.28
2349,171914.28
2350,230020.75
2351,195418.03
2352,207205.92
2353,257282.14
2354,132476.92
2355,132833.69
2356,154224.75
2357,184036.4
2358,187764.67
2359,142879.3
2360,128478.42
2361,156831.94
2362,233656.22
2363,143413.2
2364,151586.0
2365,190501.05
2366,164076.3
2367,194675.66
2368,193301.45
2369,193693.97
2370,143389.12
2371,139817.4
2372,182168.5
2373,218384.86
2374,270448.38
2375,189191.69
2376,268012.75
2377,263331.7
2378,137325.2
2379,233407.22
2380,146979.06
2381,172434.31
2382,170048.88
2383,182818.36
2384,219086.6
2385,145808.69
2386,140705.33
2387,138435.78
2388,122295.75
2389,136863.8
2390,137010.84
2391,154622.53
2392,120916.14
2393,151025.12
2394,142134.12
2395,211055.67
2396,143023.66
2397,182349.44
2398,137463.05
2399,101060.86
2400,90464.48
2401,123903.84
2402,139214.4
2403,185469.03
2404,144972.88
2405,160712.12
2406,132467.33
2407,134903.78
2408,155825.6
2409,135882.53
2410,174145.92
2411,127189.81
2412,152033.8
2413,138969.27
2414,134551.1
2415,171173.03
2416,130532.055
2417,133185.95
2418,128750.6
2419,162744.33
2420,131670.31
2421,165454.66
2422,131019.95
2423,132876.0
2424,138113.36
2425,253893.6
2426,163157.7
2427,133934.02
2428,168184.95
2429,121017.664
2430,132889.95
2431,139833.4
2432,135572.78
2433,147399.47
2434,146790.94
2435,159600.95
2436,104492.69
2437,122698.32
2438,128835.72
2439,130177.75
2440,148340.36
2441,128789.04
2442,111157.08
2443,127901.27
2444,146022.44
2445,119474.484
2446,154141.38
2447,184213.75
2448,150389.42
2449,136610.17
2450,169475.27
2451,147799.23
2452,197946.45
2453,105703.76
2454,124936.27
2455,133582.33
2456,151186.52
2457,132211.62
2458,128908.48
2459,113829.586
2460,156990.4
2461,130871.84
2462,141497.64
2463,136624.89
2464,200829.3
2465,150085.23
2466,144377.66
2467,149891.14
2468,115729.5
2469,123457.164
2470,202691.86
2471,187955.48
2472,207911.39
2473,151613.33
2474,136722.52
2475,201368.22
2476,139904.5
2477,138446.22
2478,167409.14
2479,134126.12
2480,140835.95
2481,138958.12
2482,140080.6
2483,124327.6
2484,142496.64
2485,129231.23
2486,146699.4
2487,232709.1
2488,137949.34
2489,144385.92
2490,142493.23
2491,108015.805
2492,176313.69
2493,137130.98
2494,167802.2
2495,119071.93
2496,211805.97
2497,161358.67
2498,126761.14
2499,108008.7
2500,153381.64
2501,144505.2
2502,152466.34
2503,134782.27
2504,170205.28
2505,196655.67
2506,223707.69
2507,261457.66
2508,223245.84
2509,199467.02
2510,190872.4
2511,167892.64
2512,195596.45
2513,210267.73
2514,168910.69
2515,152173.06
2516,159530.81
2517,141491.7
2518,138008.56
2519,203746.17
2520,189871.86
2521,181025.12
2522,202628.08
2523,132651.39
2524,140455.42
2525,146837.97
2526,153969.33
2527,123166.336
2528,134149.53
2529,141047.25
2530,135016.16
2531,220759.02
2532,210672.98
2533,192023.38
2534,189554.88
2535,262928.94
2536,200282.67
2537,171103.83
2538,170806.45
2539,167057.0
2540,162232.33
2541,168417.84
2542,164707.95
2543,139228.73
2544,148513.62
2545,147982.31
2546,152729.75
2547,146671.42
2548,176823.06
2549,170767.36
2550,310700.34
2551,158265.77
2552,136842.66
2553,102199.2
2554,123032.15
2555,113722.164
2556,116789.9
2557,135466.8
2558,209808.62
2559,149302.77
2560,134450.9
2561,120445.42
2562,135914.4
2563,137750.58
2564,163093.9
2565,122483.2
2566,157253.83
2567,159281.19
2568,154729.92
2569,163597.08
2570,101383.086
2571,183814.69
2572,153427.14
2573,197730.05
2574,190920.1
2575,153467.83
2576,139925.45
2577,170251.39
2578,98116.43
2579,97018.1
2580,151436.17
2581,177132.11
2582,126375.85
2583,218188.75
2584,150203.66
2585,186099.8
2586,189338.97
2587,180508.3
2588,135543.94
2589,147968.2
2590,201471.56
2591,183345.48
2592,189690.5
2593,206716.83
2594,156390.44
2595,171490.5
2596,264069.3
2597,182454.33
2598,239349.66
2599,243483.4
2600,172861.4
2601,145942.52
2602,88462.695
2603,90335.586
2604,81519.36
2605,99589.54
2606,157087.16
2607,177325.12
2608,140822.92
2609,173480.22
2610,114837.52
2611,147363.48
2612,156158.1
2613,126938.49
2614,128550.984
2615,151427.78
2616,140737.8
2617,224640.88
2618,182988.61
2619,205295.81
2620,175642.22
2621,167694.69
2622,184003.06
2623,208422.8
2624,254519.56
2625,273216.5
2626,158559.77
2627,161193.48
2628,283968.34
2629,301431.53
2630,250554.47
2631,289909.84
2632,274446.25
2633,220666.83
2634,244327.08
2635,153658.8
2636,189737.73
2637,159513.92
2638,236887.81
2639,179767.34
2640,152130.39
2641,137355.72
2642,188403.6
2643,135651.28
2644,129975.3
2645,97830.89
2646,90171.875
2647,101688.2
2648,156901.5
2649,139416.48
2650,99354.46
2651,142838.83
2652,279286.0
2653,202747.55
2654,222047.86
2655,273435.47
2656,233830.75
2657,245167.58
2658,230673.19
2659,239561.81
2660,266310.03
2661,253587.48
2662,247851.11
2663,232563.11
2664,204029.86
2665,245452.3
2666,218822.45
2667,157552.11
2668,162191.19
2669,156422.66
2670,238639.22
2671,165683.77
2672,167941.8
2673,172960.19
2674,172224.44
2675,150819.16
2676,172046.16
2677,191889.56
2678,230504.3
2679,237200.69
2680,245001.17
2681,297413.88
2682,276307.44
2683,328449.0
2684,268468.12
2685,275958.25
2686,218624.08
2687,233752.94
2688,174522.67
2689,167428.31
2690,301809.22
2691,187731.38
2692,132437.52
2693,175856.58
2694,129035.54
2695,184935.28
2696,175350.66
2697,204166.31
2698,187362.39
2699,180958.84
2700,160574.86
2701,155600.61
2702,140044.53
2703,142295.52
2704,150026.56
2705,130961.484
2706,129925.85
2707,137110.84
2708,133050.48
2709,116016.26
2710,129199.92
2711,284088.88
2712,297172.3
2713,172498.78
2714,144184.61
2715,164806.16
2716,147244.92
2717,182806.5
2718,197152.36
2719,159235.02
2720,165418.84
2721,143673.3
2722,191559.34
2723,145452.45
2724,129671.47
2725,138227.75
2726,156666.75
2727,160589.86
2728,157034.42
2729,151215.66
2730,142724.17
2731,117934.445
2732,125915.086
2733,157175.86
2734,145991.25
2735,140503.92
2736,153145.0
2737,122911.36
2738,170176.23
2739,152184.38
2740,135918.69
2741,149810.95
2742,154970.92
2743,152048.16
2744,148500.6
2745,139157.6
2746,135521.58
2747,135402.47
2748,133336.55
2749,134931.45
2750,131531.62
2751,127061.664
2752,171873.8
2753,167982.33
2754,251011.27
2755,152858.72
2756,114053.87
2757,123130.164
2758,104387.6
2759,156984.72
2760,172227.39
2761,145722.5
2762,149256.78
2763,186351.62
2764,133765.0
2765,219343.53
2766,158368.44
2767,108584.59
2768,144378.34
2769,144342.4
2770,145322.25
2771,124036.14
2772,128017.08
2773,177782.98
2774,154716.48
2775,153902.1
2776,146528.27
2777,156974.69
2778,111683.17
2779,180301.33
2780,124970.95
2781,111487.68
2782,120727.63
2783,134602.69
2784,142069.88
2785,154982.75
2786,99095.75
2787,134279.2
2788,111606.4
2789,197912.3
2790,115896.164
2791,127068.82
2792,108887.29
2793,154601.89
2794,127942.51
2795,130377.91
2796,110806.43
2797,149870.98
2798,141783.61
2799,138447.53
2800,100176.22
2801,121698.89
2802,138481.08
2803,208510.67
2804,128869.88
2805,102366.3
2806,114098.37
2807,147896.81
2808,151047.16
2809,128756.125
2810,138079.92
2811,169608.83
2812,159981.47
2813,211907.8
2814,218294.69
2815,112671.78
2816,189835.47
2817,141500.08
2818,135645.2
2819,63431.562
2820,151857.31
2821,128817.05
2822,180290.83
2823,298130.06
2824,196030.45
2825,147244.92
2826,131826.23
2827,154542.19
2828,241715.12
2829,201810.39
2830,218588.02
2831,172562.3
2832,216615.73
2833,217580.12
2834,197206.89
2835,193330.6
2836,187784.19
2837,162540.36
2838,141124.61
2839,168259.88
2840,186439.8
2841,189338.44
2842,196875.03
2843,155400.12
2844,165494.9
2845,124500.83
2846,197496.92
2847,192638.58
2848,170370.61
2849,196007.83
2850,242716.95
2851,188615.2
2852,210854.3
2853,215729.25
2854,144829.44
2855,181734.17
2856,189204.31
2857,180557.88
2858,176944.69
2859,154350.27
2860,129134.64
2861,146439.4
2862,191962.95
2863,124974.17
2864,229945.95
2865,157651.75
2866,165958.62
2867,116422.586
2868,142929.03
2869,150389.56
2870,155667.7
2871,102736.38
2872,96912.41
2873,126786.53
2874,150838.58
2875,150487.98
2876,151454.08
2877,140001.8
2878,143459.03
2879,149030.78
2880,135140.33
2881,134574.19
2882,160713.05
2883,170018.56
2884,158472.39
2885,152851.72
2886,205277.61
2887,121730.12
2888,145941.0
2889,95108.47
2890,104155.41
2891,163252.64
2892,94968.26
2893,123269.51
2894,99076.945
2895,224102.72
2896,205609.89
2897,180488.84
2898,186613.42
2899,177170.28
2900,153239.67
2901,214113.1
2902,183979.89
2903,238590.53
2904,253001.94
2905,135543.81
2906,197015.16
2907,121864.164
2908,129465.6
2909,199029.03
2910,35713.215
2911,88299.34
2912,145304.66
2913,90315.6
2914,79050.88
2915,91035.68
2916,97594.945
2917,159124.5
2918,121024.36
2919,216997.2
